date,site,species,no,vol
11-Jun,afrf,rosaci,5,4.42
02-Jul,afrf,rosaci,8,2.3
02-Jul,afrf,rosgym,1,3.05
02-Jul,afrf,rosgym,2,1.7
02-Jul,afrf,rosgym,3,1.7
03-Jul,afrf,rosgym,4,2.42
03-Jul,afrf,rosgym,5,2.14
02-Jul,afrf,rosgym,6,2.53
02-Jul,afrf,rosgym,7,2.23
03-Jul,afrf,rosgym,8,2.53
02-Jul,afrf,rosgym,10,1.91
04-Jul,afrf,rosgym,11,1.73
02-Jul,afrf,rubida,4,1.6
04-Jul,afrf,rubida,6,2.16
02-Jul,afrf,rubida,10,3.07
02-Jul,afrf,rubida,11,2.59
03-Jul,afrf,rubida,12,2.94
03-Jul,afrf,rubida,13,2.7
04-Jul,afrf,rubida,14,1.96
04-Jul,afrf,rubida,15,2.4
04-Jul,afrf,rubida,16,2.32
04-Jul,afrf,rubida,17,2.31
11-Jun,afrf,rubida ,1,3.27
13-Jun,afrf,rubpar,2,2.68
13-Jun,afrf,rubpar,3,3.81
11-Jun,afrf,rubpar,4,2.67
02-Jul,afrf,rubpar,5,1.76
02-Jul,afrf,rubpar,6,2.16
02-Jul,afrf,rubpar,9,1.42
03-Jul,afrf,rubpar,10,2.7
03-Jul,afrf,rubpar,11,2.81
03-Jul,afrf,rubpar,13,2.37
03-Jul,afrf,rubpar,14,3
03-Jul,afrf,rubpar,15,2.9
03-Jul,afrf,rubpar,16,3.75
11-Jun,afrf,rubspe,1,2.55
11-Jun,afrf,rubspe,7,3.08
12-Jun,afrf,rubspe,10,1.12
11-Jun,afrf,samrac,1,5.29
11-Jun,afrf,samrac,3,5.86
04-Jul,afrf,samrac,4,3.86
04-Jul,afrf,samrac,5,2.99
03-Jul,afrf,samrac,6,3.16
03-Jul,afrf,samrac,7,4.06
11-Jun,afrf,samrac,9,5.4
03-Jul,afrf,samrac,10,4.43
04-Jul,afrf,samrac,12,4.67
04-Jul,afrf,samrac,13,3.45
11-Jun,afrf,shecan,1,2.71
13-Jun,afrf,shecan,2,2.19
13-Jun,afrf,shecan,3,2.58
11-Jun,afrf,shecan,4,3.34
11-Jun,afrf,shecan,5,4.07
02-Jul,afrf,shecan,6,3.3
02-Jul,afrf,shecan,7,3.33
02-Jul,afrf,shecan,8,3.71
02-Jul,afrf,shecan,9,2.8
02-Jul,afrf,shecan,10,2.95
11-Jun,afrf,sorsco,2,4.94
12-Jun,afrf,sorsco,3,2.68
02-Jul,afrf,sorsco,6,2.65
02-Jul,afrf,sorsco,7,4.13
02-Jul,afrf,sorsco,8,2.94
02-Jul,afrf,sorsco,9,3.17
02-Jul,afrf,sorsco,10,2.92
02-Jul,afrf,sorsco,11,4.23
03-Jul,afrf,sorsco,13,3.24
13-Jun,afrf,sorsco,3_02,2.76
12-Jun,afrf,spibet,1,0.93
11-Jun,afrf,spibet,2,2.04
13-Jun,afrf,spibet,4,0.82
11-Jun,afrf,spibet,5,1.59
11-Jun,afrf,spibet,11,1.59
11-Jun,afrf,spibet,12,1.52
13-Jun,afrf,spibet,13,1.28
13-Jun,afrf,spibet,14,2.29
12-Jun,afrf,spibet,20,1.06
11-Jun,afrf,spibet,6_02,0.91
12-Jun,afrf,spidou,1,1.7
13-Jun,afrf,spidou,2,1.9
03-Jul,afrf,spidou,3,2.07
13-Jun,afrf,spidou,4,1.7
03-Jul,afrf,spidou,11,2.49
03-Jul,afrf,spidou,12,3.09
04-Jul,afrf,spidou,13,1.78
13-Jun,afrf,spidou,19,1.69
12-Jun,afrf,spidou,20,1.72
13-Jun,afrf,spidou,19_02,2.34
12-Jun,afrf,spipyr,1,0.99
13-Jun,afrf,spipyr,2,2.91
03-Jul,afrf,spipyr,11,2.33
04-Jul,afrf,spipyr,12,2.45
04-Jul,afrf,spipyr,13,NA
04-Jul,afrf,spipyr,14,1.92
13-Jun,afrf,spipyr,16,2.35
13-Jun,afrf,spipyr,17,1.94
13-Jun,afrf,spipyr,18,2.05
12-Jun,afrf,spipyr,19,1.96
12-Jun,afrf,symalb,1,2.48
12-Jun,afrf,symalb,2,2.89
13-Jun,afrf,symalb,3,3.16
11-Jun,afrf,symalb,4,3.8
02-Jul,afrf,symalb,5,2.37
02-Jul,afrf,symalb,6,1.7
02-Jul,afrf,symalb,7,1.18
02-Jul,afrf,symalb,8,2.48
11-Jun,afrf,symalb,11,3.48
04-Jul,afrf,symalb,12,1.5
12-Jun,afrf,vacmem,1,1.99
02-Jul,afrf,vacmem,3,2.25
02-Jul,afrf,vacmem,4,1.45
02-Jul,afrf,vacmem,5,2.71
04-Jul,afrf,vacmem,6,1.28
04-Jul,afrf,vacmem,7,2.61
04-Jul,afrf,vacmem,8,1.59
04-Jul,afrf,vacmem,9,1.84
04-Jul,afrf,vacmem,10,2.05
12-Jun,afrf,vacmem,20,2.54
12-Jun,afrf,vibedu,1,3.99
03-Jul,afrf,vibedu,2,3.15
12-Jun,afrf,vibedu,3,2.83
02-Jul,afrf,vibedu,4,1.91
02-Jul,afrf,vibedu,5,3.61
02-Jul,afrf,vibedu,6,2.57
02-Jul,afrf,vibedu,7,1.8
02-Jul,afrf,vibedu,8,2.73
02-Jul,afrf,vibedu,11,2.84
03-Jul,afrf,vibedu,12,2.4
13-Jun,afrf,vibedu,3_02,2.64
29-Jul,kl,acegla,1,2.99
26-Jul,kl,acegla,3,2.34
24-Jul,kl,acegla,4,3.3
24-Jul,kl,acegla,5,3.26
24-Jul,kl,acegla,6,2.7
24-Jul,kl,acegla,7,3.41
25-Jul,kl,acegla,8,3.15
28-Jul,kl,acegla,9,3.04
28-Jul,kl,acegla,10,3.82
30-Jul,kl,acegla,11,2.47
25-Jul,kl,alninc,1,3.54
25-Jul,kl,alninc,2,3.12
25-Jul,kl,alninc,3,3.14
25-Jul,kl,alninc,4,3.31
28-Jul,kl,alnrub,1,2.77
28-Jul,kl,alnrub,2,3.88
28-Jul,kl,alnrub,3,2.78
28-Jul,kl,alnrub,4,3.14
28-Jul,kl,alnrub,5,3.61
28-Jul,kl,alnrub,6,3.38
28-Jul,kl,alnrub,7,3.16
28-Jul,kl,alnrub,8,3.73
28-Jul,kl,alnrub,9,3.69
28-Jul,kl,alnrub,10,3.03
26-Jul,kl,alnvir,2,2.98
26-Jul,kl,alnvir,3,2.73
24-Jul,kl,alnvir,5,3.41
24-Jul,kl,alnvir,6,3.44
25-Jul,kl,alnvir,7,2.54
26-Jul,kl,alnvir,8,2.49
28-Jul,kl,alnvir,9,3.9
28-Jul,kl,alnvir,10,2.57
28-Jul,kl,alnvir,11,2.58
28-Jul,kl,alnvir,12,2.7
29-Jul,kl,amealn,1,2.49
29-Jul,kl,amealn,2,2.51
29-Jul,kl,amealn,3,2.88
24-Jul,kl,amealn,4,3.68
26-Jul,kl,amealn,5,2.31
26-Jul,kl,amealn,6,2.64
26-Jul,kl,amealn,7,2.34
26-Jul,kl,amealn,8,3.38
28-Jul,kl,amealn,9,3.81
28-Jul,kl,amealn,10,2.56
29-Jul,kl,betpap,5,3.59
24-Jul,kl,betpap,6,2.27
24-Jul,kl,betpap,7,3.78
24-Jul,kl,betpap,8,4.3
26-Jul,kl,betpap,9,3.37
28-Jul,kl,betpap,9_02,1.57
28-Jul,kl,betpap,10,3.87
28-Jul,kl,betpap,11,3.38
28-Jul,kl,betpap,12,3.25
29-Jul,kl,betpap,13,3.87
29-Jul,kl,betpap,14,3.81
26-Jul,kl,corsto,3,2.79
24-Jul,kl,corsto,5,3.47
24-Jul,kl,corsto,6,3.43
24-Jul,kl,corsto,7,3.46
25-Jul,kl,corsto,8,2.56
25-Jul,kl,corsto,9,2.09
25-Jul,kl,corsto,10,2.67
28-Jul,kl,corsto,11,2.04
28-Jul,kl,corsto,12,2.34
30-Jul,kl,corsto,13,3.22
29-Jul,kl,loninv,1,3.35
29-Jul,kl,loninv,2,3.39
26-Jul,kl,loninv,3,2.18
26-Jul,kl,loninv,4,3.63
24-Jul,kl,loninv,5,2.92
25-Jul,kl,loninv,6,2.68
25-Jul,kl,loninv,7,2.44
25-Jul,kl,loninv,8,2.07
26-Jul,kl,loninv,9,1.98
26-Jul,kl,loninv,10,3.67
29-Jul,kl,popbal,1,3.77
24-Jul,kl,popbal,4,4.48
24-Jul,kl,popbal,5,3.88
24-Jul,kl,popbal,6,3.76
24-Jul,kl,popbal,7,2.59
24-Jul,kl,popbal,8,4.19
28-Jul,kl,popbal,9,3.08
28-Jul,kl,popbal,10,3.1
28-Jul,kl,popbal,11,4.45
29-Jul,kl,popbal,3,3.37
26-Jul,kl,poptre,1,4.07
26-Jul,kl,poptre,2,3.66
24-Jul,kl,poptre,3,4.92
24-Jul,kl,poptre,4,4
28-Jul,kl,poptre,5,4.21
28-Jul,kl,poptre,6,3.87
28-Jul,kl,poptre,7,3.68
29-Jul,kl,poptre,8,3.51
29-Jul,kl,poptre,9,3.97
29-Jul,kl,poptre,10,3.59
25-Jul,kl,rhoalb,1,2.52
25-Jul,kl,rhoalb,2,2.71
30-Jul,kl,rhoalb,3,3.22
30-Jul,kl,rhoalb,4,3.48
30-Jul,kl,rhoalb,5,2.76
30-Jul,kl,rhoalb,6,2.54
30-Jul,kl,rhoalb,7,3.05
30-Jul,kl,rhoalb,8,3.15
30-Jul,kl,rhoalb,9,2.61
30-Jul,kl,rhoalb,10,4.02
29-Jul,kl,riblac,1,1.23
29-Jul,kl,riblac,2,1.74
29-Jul,kl,riblac,3,1.59
26-Jul,kl,riblac,7,1.14
26-Jul,kl,riblac,8,1.77
24-Jul,kl,riblac,9,2.24
28-Jul,kl,riblac,10,1.99
28-Jul,kl,riblac,11,1.57
29-Jul,kl,riblac,13,2.49
29-Jul,kl,riblac,12,2.1
29-Jul,kl,rosgym,1,1.74
29-Jul,kl,rosgym,2,2
26-Jul,kl,rosgym,4,2.27
24-Jul,kl,rosgym,6,1.84
24-Jul,kl,rosgym,7,2.07
26-Jul,kl,rosgym,8,2.2
26-Jul,kl,rosgym,9,1.67
28-Jul,kl,rosgym,10,2.63
28-Jul,kl,rosgym,11,2.04
28-Jul,kl,rosgym,12,2.95
29-Jul,kl,rubida,1,3.03
28-Jul,kl,rubida,2,1.38
28-Jul,kl,rubida,3,1.94
28-Jul,kl,rubida,4,1.72
29-Jul,kl,rubida,5,1.08
29-Jul,kl,rubida,6,2.3
29-Jul,kl,rubida,7,2.01
30-Jul,kl,rubida,8,3
29-Jul,kl,rubpar,1,2.47
26-Jul,kl,rubpar,3,3.89
26-Jul,kl,rubpar,4,2.96
24-Jul,kl,rubpar,6,2.8
24-Jul,kl,rubpar,7,3.55
24-Jul,kl,rubpar,8,3.03
25-Jul,kl,rubpar,9,2.36
26-Jul,kl,rubpar,10,3.7
26-Jul,kl,rubpar,11,3.2
28-Jul,kl,rubpar,12,2.96
24-Jul,kl,samrac,1,3.84
24-Jul,kl,samrac,2,3.1
24-Jul,kl,samrac,3,3.8
24-Jul,kl,samrac,4,4.33
25-Jul,kl,samrac,5,4.4
25-Jul,kl,samrac,6,4.01
25-Jul,kl,samrac,7,3.77
25-Jul,kl,samrac,8,4.75
25-Jul,kl,samrac,9,4.09
25-Jul,kl,samrac,10,4.61
29-Jul,kl,shecan,1,1.91
29-Jul,kl,shecan,2,2.67
29-Jul,kl,shecan,3,3.07
26-Jul,kl,shecan,4,2.53
29-Jul,kl,shecan,4_02,2.43
26-Jul,kl,shecan,5,2.44
24-Jul,kl,shecan,6,3.07
24-Jul,kl,shecan,7,2.71
24-Jul,kl,shecan,8,3.7
26-Jul,kl,shecan,9,1.67
26-Jul,kl,sorsco,1,2.43
26-Jul,kl,sorsco,2,2.98
26-Jul,kl,sorsco,3,3.17
26-Jul,kl,sorsco,4,2.8
26-Jul,kl,sorsco,5,2.47
25-Jul,kl,sorsco,6,2.99
25-Jul,kl,sorsco,7,3.47
25-Jul,kl,sorsco,8,3.33
25-Jul,kl,sorsco,9,3.11
26-Jul,kl,sorsco,10,3.23
24-Jul,kl,spibet,3,1.5
24-Jul,kl,spibet,4,0.72
25-Jul,kl,spibet,5,2.01
25-Jul,kl,spibet,6,1.11
25-Jul,kl,spibet,7,0.99
26-Jul,kl,spibet,8,1.05
26-Jul,kl,spibet,9,0.72
26-Jul,kl,spibet,10,1.11
26-Jul,kl,spibet,11,1.21
28-Jul,kl,spibet,12,0.97
29-Jul,kl,symalb,1,1.28
26-Jul,kl,symalb,2,1.48
29-Jul,kl,symalb,2_02,1.82
26-Jul,kl,symalb,3,2.61
24-Jul,kl,symalb,7,2.26
24-Jul,kl,symalb,8,2.1
24-Jul,kl,symalb,9,2.75
26-Jul,kl,symalb,10,1.05
26-Jul,kl,symalb,11,1.21
28-Jul,kl,symalb,12,1.59
25-Jul,kl,vacmem,1,1.44
25-Jul,kl,vacmem,2,1.82
25-Jul,kl,vacmem,3,2.67
25-Jul,kl,vacmem,4,2.77
25-Jul,kl,vacmem,5,1.76
25-Jul,kl,vacmem,6,1.82
25-Jul,kl,vacmem,7,1.65
25-Jul,kl,vacmem,8,2.03
25-Jul,kl,vacmem,10,2.56
30-Jul,kl,vacmem,11,2.22
26-Jul,kl,vibedu,1,2.82
26-Jul,kl,vibedu,2,1.58
26-Jul,kl,vibedu,3,2.67
25-Jul,kl,vibedu,4,2.18
25-Jul,kl,vibedu,5,2.11
25-Jul,kl,vibedu,6,1.83
25-Jul,kl,vibedu,7,2.7
25-Jul,kl,vibedu,8,0.76
25-Jul,kl,vibedu,9,2.09
25-Jul,kl,vibedu,10,2.09
25-Jun,mp,acegla,1,2.86
25-Jun,mp,acegla,2,2.98
26-Jun,mp,acegla,3,3.04
26-Jun,mp,acegla,4,4.11
26-Jun,mp,acegla,5,3.6
23-Jun,mp,acegla,7,3.12
23-Jun,mp,acegla,8,2.39
23-Jun,mp,acegla,9,2.98
23-Jun,mp,acegla,10,3.13
26-Jun,mp,acegla,10_02,2.89
25-Jun,mp,acegla,11,2.71
23-Jun,mp,alninc,1,2.75
26-Jun,mp,alninc,2,3.6
23-Jun,mp,alninc,3,3.58
26-Jun,mp,alninc,4,3.72
22-Jun,mp,alninc,5,3.04
23-Jun,mp,alninc,6,3.28
23-Jun,mp,alninc,7,3.37
23-Jun,mp,alninc,8,3.56
22-Jun,mp,alninc,9,3.8
22-Jun,mp,alninc,10,3.54
22-Jun,mp,alnrub,5,3.62
22-Jun,mp,alnrub,6,4.21
22-Jun,mp,alnrub,7,3.5
25-Jun,mp,alnvir,1,3.71
25-Jun,mp,alnvir,2,3.61
25-Jun,mp,alnvir,3,3.75
26-Jun,mp,alnvir,4,3.59
26-Jun,mp,alnvir,5,3.25
22-Jun,mp,alnvir,6,3.41
22-Jun,mp,alnvir,7,4.56
22-Jun,mp,alnvir,8,3.19
25-Jun,mp,alnvir,9,3.36
26-Jun,mp,alnvir,10,3.4
23-Jun,mp,amealn,1,2.98
25-Jun,mp,amealn,2,3.12
23-Jun,mp,amealn,3,2.72
23-Jun,mp,amealn,4,2.63
25-Jun,mp,amealn,5,2.8
25-Jun,mp,amealn,6,3.37
25-Jun,mp,amealn,7,2.65
23-Jun,mp,amealn,8,2.91
23-Jun,mp,amealn,9,2.61
23-Jun,mp,amealn,10,2.85
25-Jun,mp,amealn,11,3.29
22-Jun,mp,amealn,12,2.75
23-Jun,mp,corsto,1,2.28
26-Jun,mp,corsto,2,3.01
26-Jun,mp,corsto,3,3.27
23-Jun,mp,corsto,5,2.93
22-Jun,mp,corsto,6,3.57
22-Jun,mp,corsto,7,2.7
22-Jun,mp,corsto,8,3.12
22-Jun,mp,corsto,9,2.84
22-Jun,mp,corsto,10,3.24
25-Jun,mp,corsto,20,2.97
23-Jun,mp,loninv,3,2.53
25-Jun,mp,loninv,4,2.91
25-Jun,mp,loninv,5,2.46
25-Jun,mp,loninv,6,3.18
25-Jun,mp,loninv,7,2.86
25-Jun,mp,loninv,8,3.05
23-Jun,mp,loninv,9,2.3
23-Jun,mp,loninv,10,2.01
26-Jun,mp,loninv,11,3.4
26-Jun,mp,loninv,12,2.52
26-Jun,mp,loninv,13,1.96
22-Jun,mp,menfer,1,1.41
26-Jun,mp,menfer,2,2.58
23-Jun,mp,menfer,4,2.5
26-Jun,mp,menfer,5,3.25
26-Jun,mp,menfer,6,2.57
26-Jun,mp,menfer,7,3.61
22-Jun,mp,menfer,8,1.89
22-Jun,mp,menfer,9,1.62
22-Jun,mp,menfer,10,1.34
23-Jun,mp,menfer,10_02,2.92
25-Jun,mp,menfer,12,3.09
23-Jun,mp,popbal,6,3.31
23-Jun,mp,popbal,7,3.52
26-Jun,mp,popbal,8,3.73
26-Jun,mp,popbal,9,4.11
26-Jun,mp,popbal,10,3.79
22-Jun,mp,popbal,11,3.75
25-Jun,mp,popbal,12,3.08
26-Jun,mp,popbal,13,4.7
26-Jun,mp,popbal,14,4.4
26-Jun,mp,popbal,15,4.24
23-Jun,mp,poptre,5,4.05
23-Jun,mp,poptre,6,3.76
23-Jun,mp,poptre,7_02,3.59
25-Jun,mp,poptre,7,3.73
25-Jun,mp,poptre,8,3.63
25-Jun,mp,poptre,9,3.74
25-Jun,mp,poptre,10,4.43
23-Jun,mp,poptre,11,3.85
25-Jun,mp,poptre,12,3.55
25-Jun,mp,poptre,13,4.15
26-Jun,mp,rhoalb,1,3.55
23-Jun,mp,rhoalb,2,3.12
23-Jun,mp,rhoalb,3,2.54
23-Jun,mp,rhoalb,4,3.93
23-Jun,mp,rhoalb,5,2.34
22-Jun,mp,rhoalb,8,3.13
22-Jun,mp,rhoalb,9,3.62
22-Jun,mp,rhoalb,10,3.08
26-Jun,mp,rhoalb,11,3.8
26-Jun,mp,rhoalb,12,3.27
25-Jun,mp,riblac,1,2.73
22-Jun,mp,riblac,2,3.04
25-Jun,mp,riblac,3,2.44
25-Jun,mp,riblac,4,2.17
26-Jun,mp,riblac,5,2.14
25-Jun,mp,riblac,6,1.78
23-Jun,mp,riblac,7,1.85
25-Jun,mp,riblac,8,2.12
23-Jun,mp,riblac,10,3.9
22-Jun,mp,riblac,11,1.66
25-Jun,mp,rosaci,1,3.62
22-Jun,mp,rosaci,2,3.51
25-Jun,mp,rosaci,3,2.72
22-Jun,mp,rosaci,4,1.87
22-Jun,mp,rosaci,5,1.39
22-Jun,mp,rosaci,6,1.75
23-Jun,mp,rosaci,7,2.49
23-Jun,mp,rosaci,8,3.61
23-Jun,mp,rosaci,9,4.06
25-Jun,mp,rosaci,10,3.09
22-Jun,mp,rosgym,1,1.2
22-Jun,mp,rosgym,2,1.1
25-Jun,mp,rosgym,3,1.75
26-Jun,mp,rosgym,4,1.83
26-Jun,mp,rosgym,5,2.11
26-Jun,mp,rosgym,6,1.56
26-Jun,mp,rosgym,7,1.11
26-Jun,mp,rosgym,8,2.52
26-Jun,mp,rosgym,9,1.86
22-Jun,mp,rosgym,10,3.03
23-Jun,mp,rubpar,1,2.03
25-Jun,mp,rubpar,2,2.91
23-Jun,mp,rubpar,3,2.08
23-Jun,mp,rubpar,4,1.83
23-Jun,mp,rubpar,5,2.45
26-Jun,mp,rubpar,6,3.32
22-Jun,mp,rubpar,7,2.37
26-Jun,mp,rubpar,7_2,2.13
26-Jun,mp,rubpar,8,2.89
22-Jun,mp,rubpar,9,2.8
22-Jun,mp,rubpar,10,2.46
31-Jul,mp,rubpar,21,3.11
31-Jul,mp,rubpar,22,2.58
26-Jun,mp,rubspe,1,2.42
25-Jun,mp,rubspe,3,2.36
25-Jun,mp,rubspe,4,2.59
25-Jun,mp,rubspe,5,2.9
25-Jun,mp,rubspe,6,2.78
25-Jun,mp,rubspe,8,2.29
26-Jun,mp,rubspe,9,2.77
26-Jun,mp,rubspe,10,2.59
26-Jun,mp,rubspe,11,2.6
26-Jun,mp,rubspe,12,3.16
26-Jun,mp,rubspe,13,2.75
26-Jun,mp,rubspe,14,1.84
25-Jun,mp,samrac,1,4.13
25-Jun,mp,samrac,2,3.54
26-Jun,mp,samrac,3,3.6
26-Jun,mp,samrac,4,2.41
26-Jun,mp,samrac,5,2.8
25-Jun,mp,samrac,6,4.47
23-Jun,mp,samrac,7,3.5
26-Jun,mp,samrac,8,3.09
26-Jun,mp,samrac,9,3.06
26-Jun,mp,samrac,10,3.62
26-Jun,mp,samrac,11,2.72
23-Jun,mp,shecan,2,2.6
22-Jun,mp,shecan,3,3.87
22-Jun,mp,shecan,4,3.33
23-Jun,mp,shecan,5,3.44
23-Jun,mp,shecan,6,2.61
23-Jun,mp,shecan,7,3.44
25-Jun,mp,shecan,8,4.27
25-Jun,mp,shecan,9,3.77
22-Jun,mp,shecan,10,3.62
26-Jun,mp,shecan,11,4.1
23-Jun,mp,sorsco,1,2.86
25-Jun,mp,sorsco,3,2.22
25-Jun,mp,sorsco,4,4.01
26-Jun,mp,sorsco,8,4
26-Jun,mp,sorsco,10,3.19
25-Jun,mp,sorsco,11_b,4.51
25-Jun,mp,sorsco,11,3.76
26-Jun,mp,sorsco,12,4.02
26-Jun,mp,sorsco,13,2.8
26-Jun,mp,sorsco,14,2.92
25-Jun,mp,spibet,1,0.78
23-Jun,mp,spibet,2,0.66
25-Jun,mp,spibet,3,0.88
23-Jun,mp,spibet,4,0.95
23-Jun,mp,spibet,5,0.76
23-Jun,mp,spibet,6,0.63
23-Jun,mp,spibet,7,0.81
22-Jun,mp,spibet,8,1.21
22-Jun,mp,spibet,9,1.21
23-Jun,mp,spibet,10,0.84
22-Jun,mp,spidou,1,3.09
22-Jun,mp,spidou,2,1.63
22-Jun,mp,spidou,3,2.74
22-Jun,mp,spipyr,1,1.98
22-Jun,mp,spipyr,2,1.36
22-Jun,mp,spipyr,3,2.78
22-Jun,mp,spipyr,4,1.39
22-Jun,mp,spipyr,5,1.31
22-Jun,mp,spipyr,6,2.12
22-Jun,mp,spipyr,7,1.3
22-Jun,mp,spipyr,8,2.2
26-Jun,mp,spipyr,9,2.61
26-Jun,mp,spipyr,10,3.09
23-Jun,mp,symalb,1,3
25-Jun,mp,symalb,3,2.66
26-Jun,mp,symalb,4,2.31
25-Jun,mp,symalb,5,2.3
23-Jun,mp,symalb,6,2.21
25-Jun,mp,symalb,7,2.76
25-Jun,mp,symalb,8,2.5
22-Jun,mp,symalb,9,2.37
22-Jun,mp,symalb,10,2.41
26-Jun,mp,symalb,11,1.87
26-Jun,mp,vacmem,1,2.97
23-Jun,mp,vacmem,3,2.2
23-Jun,mp,vacmem,4,2.44
23-Jun,mp,vacmem,5,3.35
25-Jun,mp,vacmem,5_02,3.62
25-Jun,mp,vacmem,7,2.73
26-Jun,mp,vacmem,8,3.46
26-Jun,mp,vacmem,8,3.46
23-Jun,mp,vacmem,9,1.38
22-Jun,mp,vacmem,11,2.61
23-Jun,mp,vacmem,12,3.71
23-Jun,mp,vibedu,2,2.52
23-Jun,mp,vibedu,4,3.02
26-Jun,mp,vibedu,5,2.99
22-Jun,mp,vibedu,7,3.79
26-Jun,mp,vibedu,8,3.56
22-Jun,mp,vibedu,9,4.34
22-Jun,mp,vibedu,10,3
23-Jun,mp,vibedu,12,1.8
26-Jun,mp,vibedu,13,3.07
26-Jun,mp,vibedu,14,2.19
30-May,sm,acegla,2,2.56
04-Jun,sm,acegla,3,3
01-Jun,sm,acegla,7,4.34
01-Jun,sm,acegla,8,2.37
29-May,sm,acegla,9,2.83
29-May,sm,acegla,10,4.1
30-May,sm,acegla,11,4.93
01-Jun,sm,acegla,13,3.84
01-Jun,sm,acegla,14,4.21
01-Jun,sm,acegla,15,3.81
