site,species,indiv.no,leaf.no,collected.by,leaf.area,leaf.mass
mp,alnvir,5,4,my,53.215,301.8
mp,alnvir,5,5,my,48.364,292.7
mp,alnvir,6,1,slh,25.41,117.3
mp,alnvir,6,2,slh,35.71,149.6
mp,alnvir,6,3,slh,40.999,145.9
mp,alnvir,6,4,slh,22.975,83
mp,alnvir,6,5,slh,38.985,136.2
mp,alnvir,7,1,PA,36.144,156.6
mp,alnvir,7,2,PA,40.165,159.1
mp,alnvir,7,3,PA,26.738,104.5
mp,alnvir,7,4,PA,45.293,178.5
mp,alnvir,7,5,PA,40.028,148.2
mp,alnvir,8,1,PA,42.903,98.8
mp,alnvir,8,2,PA,18.614,53.8
mp,alnvir,8,3,PA,29.614,95.7
mp,alnvir,8,4,PA,27.177,67.1
mp,alnvir,8,5,PA,26.558,66.4
mp,alnvir,9,1,NA,NA,207.8
mp,alnvir,9,2,NA,NA,343.3
mp,alnvir,9,3,NA,NA,192.6
mp,alnvir,9,4,NA,NA,193.3
mp,alnvir,9,5,NA,NA,340.1
mp,alnvir,10,1,NA,30.647,171.1
mp,alnvir,10,2,NA,18.558,126.6
mp,alnvir,10,3,NA,19.429,108.1
mp,alnvir,10,4,NA,36.053,265.1
mp,alnvir,10,5,NA,21.905,120.2
mp,amealn,1,1,my,6.886,56.2
mp,amealn,1,2,my,12.291,97.5
mp,amealn,1,3,my,7.194,52.4
mp,amealn,1,4,my,8.117,62.5
mp,amealn,1,5,my,7.433,53.7
mp,amealn,2,1,NA,7.331,33.3
mp,amealn,2,2,NA,7.734,32.4
mp,amealn,2,3,NA,7.364,33
mp,amealn,2,4,NA,9.389,51.6
mp,amealn,2,5,NA,10.27,45.2
mp,amealn,3,1,my,6.501,39.03
mp,amealn,3,2,my,6.212,33.06
mp,amealn,3,3,my,5.731,31
mp,amealn,3,4,my,5.488,23.84
mp,amealn,3,5,my,4.588,21.78
mp,amealn,4,1,slh,11.167,792
mp,amealn,4,2,slh,11.141,53.2
mp,amealn,4,3,slh,4.989,25.4
mp,amealn,4,4,slh,8.3,69.9
mp,amealn,4,5,slh,12.091,73.7
mp,amealn,5,1,my,8.977,41.5
mp,amealn,5,2,my,9.559,48.4
mp,amealn,5,3,my,7.339,34.2
mp,amealn,5,4,my,5.315,25.6
mp,amealn,5,5,my,5.971,27.1
mp,amealn,6,1,PA,15.746,62.1
mp,amealn,6,2,PA,10.183,42.7
mp,amealn,6,3,PA,9.24,36.4
mp,amealn,6,4,PA,11.893,49
mp,amealn,6,5,PA,10.523,37.8
mp,amealn,7,1,my,17.473,82.5
mp,amealn,7,2,my,11.188,45.3
mp,amealn,7,3,my,9.779,37.9
mp,amealn,7,4,my,15.164,72.2
mp,amealn,7,5,my,14.058,60.1
mp,amealn,8,1,PA,15.206,71.73
mp,amealn,8,2,PA,10.794,54.83
mp,amealn,8,3,PA,10.058,42.74
mp,amealn,8,4,PA,7.13,26.46
mp,amealn,8,5,PA,12.327,59.19
mp,amealn,9,1,slh,11.827,68.6
mp,amealn,9,2,slh,15.891,66.6
mp,amealn,9,3,slh,12.139,75.3
mp,amealn,9,4,slh,13.152,92.5
mp,amealn,9,5,slh,10.56,66.8
mp,amealn,10,1,slh,14.747,63.5
mp,amealn,10,2,slh,19.106,82.9
mp,amealn,10,3,slh,13.062,52
mp,amealn,10,4,slh,15.294,67.3
mp,amealn,10,5,slh,18.354,76.7
mp,corsto,1,1,ks,36.637,168
mp,corsto,1,2,ks,22.752,93.8
mp,corsto,1,3,ks,23.285,99.3
mp,corsto,1,4,ks,21.958,95.5
mp,corsto,1,5,ks,14.39,60.7
mp,corsto,2,1,my,52.69,184.2
mp,corsto,2,2,my,35.117,83.8
mp,corsto,2,3,my,72.912,286
mp,corsto,2,4,my,70.333,76
mp,corsto,2,5,my,54.786,61.4
mp,corsto,3,1,PA,45.937,153.9
mp,corsto,3,2,PA,33.464,124.4
mp,corsto,3,3,PA,65.006,307.2
mp,corsto,3,4,PA,61.018,302.9
mp,corsto,3,5,PA,49.278,176.6
mp,corsto,5,1,PA,22.635,69.9
mp,corsto,5,2,PA,19.528,47.5
mp,corsto,5,3,PA,20.026,52.1
mp,corsto,5,4,PA,26.776,87.2
mp,corsto,5,5,PA,20.023,56.3
mp,corsto,6,1,slh,17.378,47.9
mp,corsto,6,2,slh,20.213,52.9
mp,corsto,6,3,slh,16.466,43.4
mp,corsto,6,4,slh,31.975,96.6
mp,corsto,6,5,slh,19.613,56.9
mp,corsto,7,1,PA,49.432,125.8
mp,corsto,7,2,PA,47.083,116.7
mp,corsto,7,3,PA,34.382,80.9
mp,corsto,7,4,PA,30.23,73.1
mp,corsto,7,5,PA,21.376,49.8
mp,corsto,9,1,PA,22.56,64.4
mp,corsto,9,2,PA,24.744,64.9
mp,corsto,9,3,PA,18.675,55.9
mp,corsto,9,4,PA,21.076,60.4
mp,corsto,9,5,PA,29.2,88.5
mp,corsto,10,1,slh,43.36,168.3
mp,corsto,10,2,slh,40.778,93.9
mp,corsto,10,3,slh,22.482,99.5
mp,corsto,10,4,slh,25.879,95.7
mp,corsto,10,5,slh,27.568,60.6
mp,corsto,20,1,slh,88.132,210
mp,corsto,20,2,slh,43.148,138.1
mp,corsto,20,3,slh,104.205,355.7
mp,corsto,20,4,slh,40.229,261.1
mp,corsto,20,5,slh,32.486,372.6
mp,corsto,10_2,1,ks,31.778,129.8
mp,corsto,10_2,2,ks,37.142,169.2
mp,corsto,10_2,3,ks,28.171,133.9
mp,corsto,10_2,4,ks,36.126,144.1
mp,corsto,10_2,5,ks,48.096,221.5
mp,loninv,2,1,NA,NA,109.69
mp,loninv,2,2,NA,NA,85.25
mp,loninv,2,3,NA,NA,116.45
mp,loninv,2,4,NA,NA,88.56
mp,loninv,2,5,NA,NA,74.92
mp,loninv,3,1,my,35.051,171.21
mp,loninv,3,2,my,39.664,208.5
mp,loninv,3,3,my,36.29,179.9
mp,loninv,3,4,my,51.326,282.9
mp,loninv,3,5,my,42.894,234.9
mp,loninv,4,1,my,25.59,NA
mp,loninv,4,2,my,22.193,67.08
mp,loninv,4,3,my,24.793,85.97
mp,loninv,4,4,my,31.747,122.7
mp,loninv,4,5,my,22.53,73.2
mp,loninv,5,1,my,23.199,137.4
mp,loninv,5,2,my,35.104,54.6
mp,loninv,5,3,my,18.37,52.2
mp,loninv,5,4,my,28.945,119.5
mp,loninv,5,5,my,30.893,76.1
mp,loninv,6,1,slh,24.009,95
mp,loninv,6,2,slh,27.552,101.4
mp,loninv,6,3,slh,18.097,54.7
mp,loninv,6,4,slh,23.532,91.5
mp,loninv,6,5,slh,26.69,89.4
mp,loninv,7,1,my,27.794,198.6
mp,loninv,7,2,my,24.419,85.5
mp,loninv,7,3,my,27.226,71.5
mp,loninv,7,4,my,22.175,104.2
mp,loninv,7,5,my,24.418,78.1
mp,loninv,8,1,my,45.479,143.9
mp,loninv,8,2,my,34.143,119.2
mp,loninv,8,3,my,37.295,120.4
mp,loninv,8,4,my,24.25,94.9
mp,loninv,8,5,my,38.76,123.7
mp,loninv,9,1,my,12.13,46.1
mp,loninv,9,2,my,8.885,28.8
mp,loninv,9,3,my,9.818,28.7
mp,loninv,9,4,my,10.218,32.1
mp,loninv,9,5,my,12.009,41.8
mp,loninv,10,1,PA,35.41,117.4
mp,loninv,10,2,PA,34.552,107.7
mp,loninv,10,3,PA,37.205,105.7
mp,loninv,10,4,PA,28.631,80.3
mp,loninv,10,5,PA,34.988,101.6
mp,loninv,11,1,my,38.273,123.2
mp,loninv,11,2,my,88.372,280.9
mp,loninv,11,3,my,61.444,233.9
mp,loninv,11,4,my,89.644,333.4
mp,loninv,11,5,my,100.514,336.8
mp,menfer,1,1,slh,7.698,14.6
mp,menfer,1,2,slh,9.464,19.4
mp,menfer,1,3,slh,8.262,15.5
mp,menfer,1,4,slh,7.914,16.4
mp,menfer,1,5,slh,11.902,22.8
mp,menfer,2,1,my,12.118,24.94
mp,menfer,2,2,my,9.831,20.14
mp,menfer,2,3,my,9.363,18.67
mp,menfer,2,4,my,9.903,17.58
mp,menfer,2,5,my,10.456,21.21
mp,menfer,4,1,slh,9.641,19
mp,menfer,4,2,slh,9.573,19.1
mp,menfer,4,3,slh,6.885,15
mp,menfer,4,4,slh,8.186,16.1
mp,menfer,4,5,slh,7.514,14.5
mp,menfer,5,1,my,7.734,21.6
mp,menfer,5,2,my,5.961,14.9
mp,menfer,5,3,my,6.498,17.1
mp,menfer,5,4,my,6.933,19.9
mp,menfer,5,5,my,4.98,12.9
mp,menfer,6,1,my,8.744,16.7
mp,menfer,6,2,my,8.254,15.2
mp,menfer,6,3,my,7.984,15.1
mp,menfer,6,4,my,8.23,15.3
mp,menfer,6,5,my,8.447,17.7
mp,menfer,7,1,my,10.516,20.4
mp,menfer,7,2,my,8.995,14.8
mp,menfer,7,3,my,8.125,12.6
mp,menfer,7,4,my,8.891,15
mp,menfer,7,5,my,6.789,10.2
mp,menfer,9,1,slh,11.847,27.2
mp,menfer,9,2,slh,9.996,21.8
mp,menfer,9,3,slh,7.763,13.6
mp,menfer,9,4,slh,9.498,17.6
mp,menfer,9,5,slh,6.655,11.3
mp,menfer,10,1,ks,8.455,20.6
mp,menfer,10,2,ks,7.878,20.1
mp,menfer,10,3,ks,6.934,16.9
mp,menfer,10,4,ks,8.182,19.9
mp,menfer,10,5,ks,6.675,17.5
mp,menfer,12,1,slh,8.752,22.9
mp,menfer,12,2,slh,7.192,17.9
mp,menfer,12,3,slh,6.043,14.4
mp,menfer,12,4,slh,8.376,22.8
mp,menfer,12,5,slh,9.625,25.2
mp,menfer,10_02,1,ks,8.496,25.8
mp,menfer,10_02,2,ks,5.283,13.9
mp,menfer,10_02,3,ks,9.138,23.8
mp,menfer,10_02,4,ks,7.805,21.1
mp,menfer,10_02,5,ks,8.698,23.5
mp,popbal,6,1,PA,22.642,176.3
mp,popbal,6,2,PA,35.131,281.9
mp,popbal,6,3,PA,24.19,134.5
mp,popbal,6,4,PA,34.833,262.3
mp,popbal,6,5,PA,36.524,258.1
mp,popbal,8,1,my,55.227,106.7
mp,popbal,8,2,my,50.974,75.8
mp,popbal,8,3,my,58.828,77.7
mp,popbal,8,4,my,61.231,61
mp,popbal,8,5,my,67.028,80.8
mp,popbal,9,1,my,42.807,325.4
mp,popbal,9,2,my,38.906,388.4
mp,popbal,9,3,my,47.296,288.6
mp,popbal,9,4,my,36.799,413.5
mp,popbal,9,5,my,41.613,328
mp,popbal,10,1,my,34.02,184
mp,popbal,10,2,my,44.338,212.9
mp,popbal,10,3,my,42.361,238.1
mp,popbal,10,4,my,35.73,172.4
mp,popbal,10,5,my,30.963,154
mp,popbal,11,1,slh,49.24,365.28
mp,popbal,11,2,slh,35.238,239.16
mp,popbal,11,3,slh,46.63,305.77
mp,popbal,11,4,slh,58.89,447.25
mp,popbal,11,5,slh,49.278,358
mp,popbal,12,1,PA,49.927,339
mp,popbal,12,2,PA,46.271,310
mp,popbal,12,3,PA,28.169,208.2
mp,popbal,12,4,PA,42.584,276.5
mp,popbal,12,5,PA,52.667,367.6
mp,popbal,13,1,PA,60.829,357.8
mp,popbal,13,2,PA,54.056,374.6
mp,popbal,13,3,PA,34.283,233.2
mp,popbal,13,4,PA,54.204,375.1
mp,popbal,13,5,PA,48.241,257.3
mp,popbal,14,1,my,33.027,229.3
mp,popbal,14,2,my,50.146,316.8
mp,popbal,14,3,my,37.391,250.9
mp,popbal,14,4,my,45.133,283.3
mp,popbal,14,5,my,38.342,292.1
mp,popbal,15,1,my,36.302,244.1
mp,popbal,15,2,my,34.804,189.5
mp,popbal,15,3,my,30.156,183.5
mp,popbal,15,4,my,52.266,342
mp,popbal,15,5,my,33.138,226.8
mp,popbal,10_02,1,NA,28.695,257.9
mp,popbal,10_02,2,NA,20.014,175.7
mp,popbal,10_02,3,NA,27.464,220.4
mp,popbal,10_02,4,NA,29.534,252.5
mp,popbal,10_02,5,NA,33.664,296.8
mp,poptre,5,1,slh,10.507,75.2
mp,poptre,5,2,slh,11.973,77.2
mp,poptre,5,3,slh,8.318,58.4
mp,poptre,5,4,slh,9.952,56.7
mp,poptre,5,5,slh,10.752,68.5
mp,poptre,6,1,PA,14.316,58.68
mp,poptre,6,2,PA,11.407,53.98
mp,poptre,6,3,PA,12.36,60.24
mp,poptre,6,4,PA,13.043,62.17
mp,poptre,6,5,PA,11.877,47.95
mp,poptre,7,1,my,8.963,78.9
mp,poptre,7,2,my,7.708,65
mp,poptre,7,3,my,10.621,58.5
mp,poptre,7,4,my,9.443,95.7
mp,poptre,7,5,my,10.041,71.9
mp,poptre,8,1,slh,16.245,106.7
mp,poptre,8,2,slh,11.9,75.8
mp,poptre,8,3,slh,12.235,77.7
mp,poptre,8,4,slh,8.886,61
mp,poptre,8,5,slh,12.127,80.8
mp,poptre,9,1,PA,15.74,90.9
mp,poptre,9,2,PA,21.072,127.7
mp,poptre,9,3,PA,20.328,110.8
mp,poptre,9,4,PA,17.582,104.8
mp,poptre,9,5,PA,22.043,120.1
mp,poptre,10,1,my,12.37,68.8
mp,poptre,10,2,my,12.747,68.6
mp,poptre,10,3,my,14.132,81.8
mp,poptre,10,4,my,15.82,88.4
mp,poptre,10,5,my,15.357,87.5
mp,poptre,11,1,my,9.314,60.39
mp,poptre,11,2,my,13.649,81.15
mp,poptre,11,3,my,10.096,66.75
mp,poptre,11,4,my,12.971,79.56
mp,poptre,11,5,my,11.519,57.67
mp,poptre,12,1,my,11.292,69.5
mp,poptre,12,2,my,17.977,112.7
mp,poptre,12,3,my,12.49,78.4
mp,poptre,12,4,my,12.293,72.2
mp,poptre,12,5,my,11.781,68.8
mp,poptre,13,1,my,8.7,55.4
mp,poptre,13,2,my,11.033,70.7
mp,poptre,13,3,my,12.415,90.2
mp,poptre,13,4,my,9.926,64.2
mp,poptre,13,5,my,9.789,71.2
mp,poptre,7_02,1,NA,13.452,54.76
mp,poptre,7_02,2,NA,11.274,46.03
mp,poptre,7_02,3,NA,9.949,67.75
mp,poptre,7_02,4,NA,14.592,47.88
mp,poptre,7_02,5,NA,10.961,53.95
mp,rhoalb,1,1,my,9.268,46.5
mp,rhoalb,1,2,my,10.499,54.9
mp,rhoalb,1,3,my,6.54,33.9
mp,rhoalb,1,4,my,6.39,28.6
mp,rhoalb,1,5,my,7.519,40.1
mp,rhoalb,2,1,my,15.85,43.19
mp,rhoalb,2,2,my,13.594,27.47
mp,rhoalb,2,3,my,16.495,41.08
mp,rhoalb,2,4,my,11.54,23.63
mp,rhoalb,2,5,my,8.669,18.6
mp,rhoalb,3,1,my,15.162,49.36
mp,rhoalb,3,2,my,13.088,41.88
mp,rhoalb,3,3,my,16.375,51.73
mp,rhoalb,3,4,my,12.594,39.76
mp,rhoalb,3,5,my,16.034,54.1
mp,rhoalb,4,1,slh,17.46,46.9
mp,rhoalb,4,2,slh,14.798,37.7
mp,rhoalb,4,3,slh,14.316,37.9
mp,rhoalb,4,4,slh,17.474,40.6
mp,rhoalb,4,5,slh,11.973,27.3
mp,rhoalb,5,1,NA,NA,10.6
mp,rhoalb,5,2,NA,NA,13.4
mp,rhoalb,5,3,NA,NA,15.8
mp,rhoalb,5,4,NA,NA,15.2
mp,rhoalb,5,5,NA,NA,18.9
mp,rhoalb,8,1,slh,13.313,42
mp,rhoalb,8,2,slh,15.773,59.8
mp,rhoalb,8,3,slh,11.252,46.5
mp,rhoalb,8,4,slh,16.582,56.6
mp,rhoalb,8,5,slh,7.081,28.4
mp,rhoalb,9,1,PA,11.515,32.9
mp,rhoalb,9,2,PA,10.669,28.3
mp,rhoalb,9,3,PA,20.369,57.4
mp,rhoalb,9,4,PA,16.106,40.8
mp,rhoalb,9,5,PA,13.89,36.8
mp,rhoalb,10,1,slh,7.294,16.5
mp,rhoalb,10,2,slh,12.342,27.1
mp,rhoalb,10,3,slh,12.862,36.1
mp,rhoalb,10,4,slh,11.464,31
mp,rhoalb,10,5,slh,13.938,38.8
mp,rhoalb,11,1,my,10.533,43.8
mp,rhoalb,11,2,my,10.222,40.6
mp,rhoalb,11,3,my,10.397,43.5
mp,rhoalb,11,4,my,12.099,44.9
mp,rhoalb,11,5,my,11.236,49.9
mp,rhoalb,12,1,PA,11.213,24.5
mp,rhoalb,12,2,PA,25.544,69.5
mp,rhoalb,12,3,PA,13.872,30.9
mp,rhoalb,12,4,PA,18.708,57.8
mp,rhoalb,12,5,PA,14.893,34.9
mp,riblac,1,1,PA,12.178,58.8
mp,riblac,1,2,PA,12.959,67.7
mp,riblac,1,3,PA,7.942,37.1
mp,riblac,1,4,PA,11.284,51.1
mp,riblac,1,5,PA,15.178,78.9
mp,riblac,2,1,slh,20.198,49.9
mp,riblac,2,2,slh,15.564,42.8
mp,riblac,2,3,slh,14.345,34.2
mp,riblac,2,4,slh,20.714,58.9
mp,riblac,2,5,slh,12.467,33.1
mp,riblac,3,1,PA,11,38.6
mp,riblac,3,2,PA,12.601,42.9
mp,riblac,3,3,PA,14.038,54.7
mp,riblac,3,4,PA,11.424,35.2
mp,riblac,3,5,PA,7.029,24.3
mp,riblac,4,1,NA,10.048,56
mp,riblac,4,2,NA,10.334,59.5
mp,riblac,4,3,NA,9.076,49.4
mp,riblac,4,4,NA,8.286,49.2
mp,riblac,4,5,NA,6.06,30.3
mp,riblac,5,1,my,19.052,50.1
mp,riblac,5,2,my,16.505,50.6
mp,riblac,5,3,my,24.707,81.7
mp,riblac,5,4,my,25.069,85.5
mp,riblac,5,5,my,19.668,54.2
mp,riblac,6,1,NA,14.129,39.8
mp,riblac,6,2,NA,15.603,43.3
mp,riblac,6,3,NA,16.627,42.7
mp,riblac,6,4,NA,13.511,36.2
mp,riblac,6,5,NA,14.838,37.6
mp,riblac,7,1,PA,5.694,18.75
mp,riblac,7,2,PA,10.758,42.84
mp,riblac,7,3,PA,16.071,58.07
mp,riblac,7,4,PA,10.87,43.71
mp,riblac,7,5,PA,6.562,20.68
mp,riblac,8,1,PA,14.134,64.03
mp,riblac,8,2,PA,14.604,67.5
mp,riblac,8,3,PA,11.528,47.14
mp,riblac,8,4,PA,10.784,40.5
mp,riblac,8,5,PA,11.481,50.47
mp,riblac,10,1,my,12.726,39.2
mp,riblac,10,2,my,6.706,34.4
mp,riblac,10,3,my,15.138,80.4
mp,riblac,10,4,my,10.055,37.4
mp,riblac,10,5,my,16.207,86.2
mp,riblac,11,1,PA,32.727,71.6
mp,riblac,11,2,PA,31.901,78.5
mp,riblac,11,3,PA,20.048,46.2
mp,riblac,11,4,PA,15.369,37
mp,riblac,11,5,PA,21.092,48.1
mp,rosaci,1,1,my,24.138,102.7
mp,rosaci,1,2,my,25.371,98.9
mp,rosaci,1,3,my,40.682,158.6
mp,rosaci,1,4,my,21.989,87.9
mp,rosaci,1,5,my,33.469,135.3
mp,rosaci,2,1,PA,11.779,64.3
mp,rosaci,2,2,PA,14.182,84.22
mp,rosaci,2,3,PA,32.177,179.3
mp,rosaci,2,4,PA,17.446,112.71
mp,rosaci,2,5,PA,14.662,90.77
mp,rosaci,3,1,my,10.835,48.9
mp,rosaci,3,2,my,14.413,52.6
mp,rosaci,3,3,my,17.082,72.3
mp,rosaci,3,4,my,20.165,73.3
mp,rosaci,3,5,my,25.921,112.3
mp,rosaci,5,1,PA,36.723,131.9
mp,rosaci,5,2,PA,25.013,99.7
mp,rosaci,5,3,PA,26.754,97.8
mp,rosaci,5,4,PA,30.858,109
mp,rosaci,5,5,PA,26.4,95.1
mp,rosaci,6,1,ks,4.67,80.52
mp,rosaci,6,2,ks,7.844,134.36
mp,rosaci,6,3,ks,5.531,113.68
mp,rosaci,6,4,ks,3.3,58
mp,rosaci,6,5,ks,6.178,122.4
mp,rosaci,7,1,my,18.106,66.6
mp,rosaci,7,2,my,13.193,56
mp,rosaci,7,3,my,14.042,53.7
mp,rosaci,7,4,my,22.294,92.6
mp,rosaci,7,5,my,20.476,78.7
mp,rosaci,8,1,PA,31.145,132.38
mp,rosaci,8,2,PA,23.631,89
mp,rosaci,8,3,PA,23.989,100.7
mp,rosaci,8,4,PA,27.818,104.7
mp,rosaci,8,5,PA,25.896,103.4
mp,rosaci,9,1,my,27.997,110.9
mp,rosaci,9,2,my,22.881,85.1
mp,rosaci,9,3,my,32.406,134.5
mp,rosaci,9,4,my,21.923,81.9
mp,rosaci,9,5,my,17.289,57.6
mp,rosaci,10,1,my,32.558,92.8
mp,rosaci,10,2,my,25.655,138.1
mp,rosaci,10,3,my,20.142,109
mp,rosaci,10,4,my,22.688,102.2
mp,rosaci,10,5,my,23.151,87.5
mp,rosgym,1,1,slh,23.086,61
mp,rosgym,1,2,slh,17.391,45.1
mp,rosgym,1,3,slh,28.16,69
mp,rosgym,1,4,slh,18.803,45.8
mp,rosgym,1,5,slh,19.094,44.5
mp,rosgym,2,1,ks,3.486,38.4
mp,rosgym,2,2,ks,2.432,23.9
mp,rosgym,2,3,ks,4.587,54
mp,rosgym,2,4,ks,3.336,30.4
mp,rosgym,2,5,ks,3.386,36.4
mp,rosgym,4,1,my,45.184,109
mp,rosgym,4,2,my,45.307,104.7
mp,rosgym,4,3,my,29.743,58.2
mp,rosgym,4,4,my,27.874,57.5
mp,rosgym,4,5,my,34.994,75.3
mp,rosgym,5,1,my,29.372,55.9
mp,rosgym,5,2,my,13.317,27.5
mp,rosgym,5,3,my,32.166,71
mp,rosgym,5,4,my,31.517,64.1
mp,rosgym,5,5,my,27.516,64.8
mp,rosgym,6,1,PA,30.943,64.4
mp,rosgym,6,2,PA,26.028,48.8
mp,rosgym,6,3,PA,18.334,42.5
mp,rosgym,6,4,PA,28.724,55.8
mp,rosgym,6,5,PA,24.567,49.2
mp,rosgym,8,1,my,18.708,74.6
mp,rosgym,8,2,my,17.785,61.3
mp,rosgym,8,3,my,33.132,37
mp,rosgym,8,4,my,26.092,116.6
mp,rosgym,8,5,my,14.461,42.1
mp,rosgym,9,1,my,33.206,86.3
mp,rosgym,9,2,my,28.521,56.9
mp,rosgym,9,3,my,41.251,111.7
mp,rosgym,9,4,my,33.654,86.5
mp,rosgym,9,5,my,36.865,98.5
mp,rosgym,10,1,ks,6.684,52.5
mp,rosgym,10,2,ks,11.686,105.4
mp,rosgym,10,3,ks,14.603,132.1
mp,rosgym,10,4,ks,4.915,45.4
mp,rosgym,10,5,ks,8.466,68.3
mp,rubpar,1,1,ks,16.74,165.48
mp,rubpar,1,2,ks,33.944,282.8
mp,rubpar,1,3,ks,34.861,366.3
mp,rubpar,1,4,ks,46.398,470.95
mp,rubpar,1,5,ks,28.854,270.71
mp,rubpar,2,1,NA,134.55,428.7
mp,rubpar,2,2,NA,30.117,66.1
mp,rubpar,2,3,NA,39.299,114.3
mp,rubpar,2,4,NA,48.83,90.2
mp,rubpar,2,5,NA,58.863,139.5
mp,rubpar,3,1,my,200.793,398.7
mp,rubpar,3,2,my,201.28,208.4
mp,rubpar,3,3,my,93.358,172.5
mp,rubpar,3,4,my,218.711,488.8
mp,rubpar,3,5,my,234.255,487.9
mp,rubpar,4,1,ks,51.765,383.8
mp,rubpar,4,2,ks,45.199,434.1
mp,rubpar,4,3,ks,49.77,564.4
mp,rubpar,4,4,ks,52.665,405.2
mp,rubpar,4,5,ks,33.978,243.1
mp,rubpar,5,1,ks,34.23,475.83
mp,rubpar,5,2,ks,27.015,353.96
mp,rubpar,5,3,ks,25.657,316.49
mp,rubpar,5,4,ks,24.736,289.62
mp,rubpar,5,5,ks,31.097,400.51
mp,rubpar,6,1,PA,69.898,220
mp,rubpar,6,2,PA,27.288,66.4
mp,rubpar,6,3,PA,64.266,156.6
mp,rubpar,6,4,PA,66.34,178.1
mp,rubpar,6,5,PA,53.881,103.1
mp,rubpar,7,1,my,136.334,311.46
mp,rubpar,7,2,my,73.885,354.74
mp,rubpar,7,3,my,129.985,171.2
mp,rubpar,7,4,my,214.08,574.91
mp,rubpar,7,5,my,218.673,554
mp,rubpar,8,1,my,114.369,232.2
mp,rubpar,8,2,my,97.257,286.3
mp,rubpar,8,3,my,187.012,459.1
mp,rubpar,8,4,my,57.822,149.5
mp,rubpar,8,5,my,83.796,198.7
mp,rubpar,9,1,ks,50.26,430
mp,rubpar,9,2,ks,40.472,349.3
mp,rubpar,9,3,ks,52.497,499.2
mp,rubpar,9,4,ks,33.276,251.1
mp,rubpar,9,5,ks,34.828,274.5
mp,rubpar,10,1,ks,29.109,269.5
mp,rubpar,10,2,ks,46.609,477.4
mp,rubpar,10,3,ks,29.685,281
mp,rubpar,10,4,ks,8.515,70.6
mp,rubpar,10,5,ks,21.274,248.3
mp,rubspe,1,1,my,88.946,104.1
mp,rubspe,1,2,my,53.247,192.7
mp,rubspe,1,3,my,95.047,91.4
mp,rubspe,1,4,my,43.875,179.4
mp,rubspe,1,5,my,119.406,244.6
mp,rubspe,3,1,PA,130.739,267.3
mp,rubspe,3,2,PA,56.17,110.4
mp,rubspe,3,3,PA,75.548,160.4
mp,rubspe,3,4,PA,52.897,112.2
mp,rubspe,3,5,PA,95.297,182.1
mp,rubspe,4,1,PA,39.387,72.5
mp,rubspe,4,2,PA,51.529,98.5
mp,rubspe,4,3,PA,68.353,135.4
mp,rubspe,4,4,PA,34.052,70.6
mp,rubspe,4,5,PA,22.801,30.3
mp,rubspe,5,1,ks,7.667,54.3
mp,rubspe,5,2,ks,16.997,108.6
mp,rubspe,5,3,ks,18.352,116.6
mp,rubspe,5,4,ks,16.321,110.2
mp,rubspe,5,5,ks,13.793,91.2
mp,rubspe,6,1,ks,15.142,97.8
mp,rubspe,6,2,ks,17.199,130.1
mp,rubspe,6,3,ks,18.061,116.3
mp,rubspe,6,4,ks,25.964,169.1
mp,rubspe,6,5,ks,28.256,193.9
mp,rubspe,8,1,PA,31.279,76.5
mp,rubspe,8,2,PA,24.848,45.7
mp,rubspe,8,3,PA,15.492,38.6
mp,rubspe,8,4,PA,29.192,60
mp,rubspe,8,5,PA,46.222,89.5
mp,rubspe,9,1,PA,52.085,93.9
mp,rubspe,9,2,PA,117.053,209
mp,rubspe,9,3,PA,45.2,78.1
mp,rubspe,9,4,PA,31.12,57.7
mp,rubspe,9,5,PA,40.549,75.4
mp,rubspe,10,1,my,139.169,358.36
mp,rubspe,10,2,my,138.509,290.23
mp,rubspe,10,3,my,57.317,133.4
mp,rubspe,10,4,my,120.865,254.14
mp,rubspe,10,5,my,157.419,334.92
mp,rubspe,11,1,my,103.666,186.5
mp,rubspe,11,2,my,144.043,233.6
mp,rubspe,11,3,my,126.987,181.6
mp,rubspe,11,4,my,127.131,202.5
mp,rubspe,11,5,my,134.011,237
mp,rubspe,12,1,PA,48.902,99.6
mp,rubspe,12,2,PA,45.764,94.5
mp,rubspe,12,3,PA,50.262,100.4
mp,rubspe,12,4,PA,41.834,82.1
mp,rubspe,12,5,PA,55.175,105.9
mp,rubspe,13,1,my,91.748,186.1
mp,rubspe,13,2,my,110.411,209.5
mp,rubspe,13,3,my,105.913,197.4
mp,rubspe,13,4,my,77.327,137.7
mp,rubspe,13,5,my,51.497,89
mp,rubspe,14,1,my,97.42,167.44
mp,rubspe,14,2,my,111.28,157.12
mp,rubspe,14,3,my,84.96,106.87
mp,rubspe,14,4,my,57.089,140.82
mp,rubspe,14,5,my,133.191,214.25
mp,samrac,1,1,NA,163.9,373.4
mp,samrac,1,2,NA,132.13,298.9
mp,samrac,1,3,NA,320.817,673.2
mp,samrac,1,4,NA,126.789,274.1
mp,samrac,1,5,NA,177.651,328.8
mp,samrac,2,1,NA,406.762,1184.1
mp,samrac,2,2,NA,285.682,1345.4
mp,samrac,2,3,NA,395.886,1472.2
mp,samrac,2,4,NA,295.575,1127.4
mp,samrac,2,5,NA,236.152,820.3
mp,samrac,3,1,my,234.239,828.5
mp,samrac,3,2,my,172.812,324.1
