date,site,species,no,dist.top,dist.btm,ht,dbh,dbh2,dbh3
12-Jun,afrf,popbal,2,18,12,1489.640786,14.2,NA,NA
11-Jun,afrf,popbal,3,9,7,713.6854249,10.8,NA,NA
02-Jul,afrf,popbal,4,11,8,902.9834435,5.742,NA,NA
02-Jul,afrf,popbal,5,10,8,748,5.96,NA,NA
02-Jul,afrf,popbal,6,7,4,722.4562647,4.672,NA,NA
02-Jul,afrf,popbal,7,6,5,479.662479,4.175,1.496,NA
02-Jul,afrf,popbal,8,6,5,479.662479,2.499,NA,NA
03-Jul,afrf,popbal,9,11,8,902.9834435,9.906,NA,NA
29-Jul,kl,popbal,1,15,12,1048,14.7,NA,NA
29-Jul,kl,popbal,3,22,15,1757.347694,19.5,NA,NA
24-Jul,kl,popbal,4,29,23,1914.352173,32.6,NA,NA
24-Jul,kl,popbal,5,24,18,1735.450787,23.2,NA,NA
24-Jul,kl,popbal,6,21,14,1713.247584,18.5,17.5,21.5
24-Jul,kl,popbal,7,21,14,1713.247584,25.8,NA,NA
24-Jul,kl,popbal,8,21,16,1508.147051,20.5,NA,NA
28-Jul,kl,popbal,9,7,5,637.8979486,7.2,NA,NA
28-Jul,kl,popbal,10,27,23,1562.213562,24,23.5,12.5
28-Jul,kl,popbal,11,16,8,1533.640646,20.1,NA,NA
23-Jun,mp,popbal,6,20,16,1348,23.7,NA,NA
23-Jun,mp,popbal,7,31,24,2110.141687,28.2,27.9,28.9
26-Jun,mp,popbal,8,21,15,1617.693846,42.2,34.1,NA
26-Jun,mp,popbal,9,20,13,1667.868415,46.6,NA,NA
26-Jun,mp,popbal,10,22,14,1845.056275,37.8,NA,NA
22-Jun,mp,popbal,11,21,13,1797.24225,39.4,NA,NA
25-Jun,mp,popbal,12,31,25,1981.030278,52.9,NA,NA
26-Jun,mp,popbal,13,44,29,3457.078422,91.9,NA,NA
26-Jun,mp,popbal,14,37,20,3260.876483,54.9,NA,NA
26-Jun,mp,popbal,15,27,17,2245.617696,22,NA,NA
30-May,sm,popbal,1,NA,NA,317.6,2,NA,NA
04-Jun,sm,popbal,3,24,16,1936.854382,37,NA,NA
04-Jun,sm,popbal,5,38,28,2717.046516,88.9,NA,NA
04-Jun,sm,popbal,6,22,14,1845.056275,53.2,NA,NA
30-May,sm,popbal,8,12,10,811.3249581,11.1,NA,NA
04-Jun,sm,popbal,9,25,12,2341.17122,53.4,NA,NA
01-Jun,sm,popbal,10,16,7,1586.749457,15.9,NA,NA
04-Jun,sm,popbal,11,15,8,1416.857754,12.8,23.3,NA
04-Jun,sm,popbal,12,16,11,1309.895004,25.5,24.4,23.3
04-Jun,sm,popbal,20,24,16,1936.854382,28.2,NA,NA
02-Jul,afrf,poptre,3,8,6,677.1502622,5.4,NA,NA
02-Jul,afrf,poptre,4,7,5,637.8979486,4.4,NA,NA
02-Jul,afrf,poptre,5,6,5,479.662479,6,NA,NA
02-Jul,afrf,poptre,6,15,8,1416.857754,12.7,NA,NA
13-Jun,afrf,poptre,8,6,4,595.2135955,8.1,NA,NA
13-Jun,afrf,poptre,9,9,4,954.2257748,8,NA,NA
11-Jun,afrf,poptre,10,NA,NA,420.9,3.6,NA,NA
13-Jun,afrf,poptre,11,11,8,902.9834435,11.7,NA,NA
13-Jun,afrf,poptre,12_02,21,11,1936.854382,17.5,NA,NA
02-Jul,afrf,poptre,12,10,5,1014.025404,7.844,NA,NA
13-Jun,afrf,poptre,13,17,14,1112.365076,6,NA,NA
02-Jul,afrf,poptre,15,NA,NA,291,2.744,NA,NA
26-Jul,kl,poptre,1,NA,NA,577.5,2.85,NA,NA
26-Jul,kl,poptre,2,NA,NA,461.6,2.682,NA,NA
24-Jul,kl,poptre,3,9,7,713.6854249,7.2,NA,NA
24-Jul,kl,poptre,4,7,6,508.5551275,6.1,NA,NA
28-Jul,kl,poptre,5,16,7,1586.749457,21.7,NA,NA
28-Jul,kl,poptre,6,10,7,862.1428429,9.9,NA,NA
28-Jul,kl,poptre,7,14,11,1014.025404,11.8,NA,NA
29-Jul,kl,poptre,8,15,10,1266.033989,13.3,NA,NA
29-Jul,kl,poptre,9,12,8,1042.427191,8.8,NA,NA
29-Jul,kl,poptre,10,20,15,1470.875656,20,NA,NA
23-Jun,mp,poptre,5,10,7,862.1428429,15.5,NA,NA
23-Jun,mp,poptre,6,5,3,548,4.7,NA,NA
23-Jun,mp,poptre,7,13,10,978.6623863,10.5,NA,NA
25-Jun,mp,poptre,7_02,17,9,1590.22051,9.4,23.6,21
25-Jun,mp,poptre,8,15,8,1416.857754,20,NA,NA
25-Jun,mp,poptre,9,7,6,508.5551275,6.6,NA,NA
25-Jun,mp,poptre,10,14,10,1127.795897,14,NA,NA
23-Jun,mp,poptre,11,6,3,667.6152423,4.6,NA,NA
25-Jun,mp,poptre,12,20,16,1348,23.5,25.6,NA
25-Jun,mp,poptre,13,10,8,748,13.4,NA,NA
04-Jun,sm,poptre,2,13,11,840.820323,10.7,NA,NA
04-Jun,sm,poptre,3,8,6,677.1502622,7.2,NA,NA
04-Jun,sm,poptre,4,17,12,1352.159458,26,8.8,119.2
04-Jun,sm,poptre,5,8,7,535.2983346,9.5,NA,NA
31-May,sm,poptre,7,7,5,637.8979486,7.2,NA,NA
31-May,sm,poptre,10,9,7,713.6854249,9.8,NA,NA
31-May,sm,poptre,11,8,6,677.1502622,10.9,NA,NA
31-May,sm,poptre,12,7,5,637.8979486,13.7,NA,NA
31-May,sm,poptre,13,14,8,1296.912529,27.4,NA,NA
